,District,Sub-District,Vaccination Site Name,Type of site,Pfizer or J&J,Start Date,Site Active (Yes/No),Open Days per week,Capacity per day
178,Overberg,Cape Agulhas Municipality,Bredasdorp Mobile 2,Temporary outreach site,Pfizer,2021-06-09 00:00:00,Yes,1 day,32
179,Overberg,Cape Agulhas Municipality,Struisbaai Clinic,Temporary outreach site,Pfizer,2021-06-10 00:00:00,Yes,1 day,32
180,Overberg,Cape Agulhas Municipality,Napier Clinic,Temporary outreach site,Pfizer,2021-06-03 00:00:00,Yes,1 day,32
181,Overberg,Cape Agulhas Municipality,Elim Satellite Clinic,Temporary outreach site,Pfizer,2021-06-08 00:00:00,Yes,1 day,32
182,Overberg,Cape Agulhas Municipality,Waenhuiskrans Satellite Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,1 day,32
183,Overberg,Overstrand Municipality,Chapel Bettysbay,Temporary outreach site,Pfizer,2021-06-08 00:00:00,Yes,1 day,100
184,Overberg,Overstrand Municipality,Mooi Uitsig Community Hall,Temporary outreach site,Pfizer,2021-06-21 00:00:00,Yes,1 day,40
185,Overberg,Overstrand Municipality,Hermanus CDC,Primary vaccination site,Pfizer,2021-06-09 00:00:00,Yes,3 days,150
186,Overberg,Overstrand Municipality,Mount Pleasant Moffat Hall,Temporary outreach site,Pfizer,2021-06-01 00:00:00,Yes,2 days,100
187,Overberg,Overstrand Municipality,Hermanus Auditorium,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,5 days,200
188,Overberg,Overstrand Municipality,Zwelihle Community Hall,Temporary outreach site,Pfizer,2021-06-01 00:00:00,Yes,2 days,100
189,Overberg,Overstrand Municipality,Proteadorp Community Hall,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,3 days,150
190,Overberg,Overstrand Municipality,Hawston Thusong Hall,Temporary outreach site,Pfizer,2021-06-04 00:00:00,Yes,2 days,100
191,Overberg,Overstrand Municipality,Stanford Clinic,Temporary outreach site,Pfizer,2021-06-02 00:00:00,Yes,2 days,100
192,Overberg,Overstrand Municipality,Caledon/Hermanus/Stanford Mobile 4,Temporary outreach site,Pfizer,2021-06-23 00:00:00,Yes,1 day,50
193,Overberg,Overstrand Municipality,Sports Hall Gansbaai,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,3 days,150
194,Overberg,Swellendam Municipality,Swellendam Showgrounds,Temporary outreach site,Pfizer,2021-06-16 00:00:00,Yes,1 day,250
195,Overberg,Swellendam Municipality,Nuwedorp Mobile Post,Temporary outreach site,Pfizer,2021-06-09 00:00:00,Yes,1 day,100
196,Overberg,Swellendam Municipality,Railton Community Hall,Temporary outreach site,Pfizer,2021-06-09 00:00:00,Yes,1 day,100
197,Overberg,Swellendam Municipality,Fort Haven Hall Barrydale,Temporary outreach site,Pfizer,2021-06-11 00:00:00,Yes,1 day,100
198,Overberg,Swellendam Municipality,Suurbraak Clinic,Temporary outreach site,Pfizer,2021-06-18 00:00:00,Yes,1 day,150
199,Overberg,Swellendam Municipality,Buffeljagsrivier Clinic,Temporary outreach site,Pfizer,2021-06-10 00:00:00,Yes,1 day,150
200,Overberg,Theewaterskloof Municipality,Grabouw CHC,Primary vaccination site,Pfizer,2021-06-01 00:00:00,Yes,5 days,200
201,Overberg,Theewaterskloof Municipality,Grabouw Kleinbegin/Timbers,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,3 days,100
202,Overberg,Theewaterskloof Municipality,Villiersdorp Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,3 days,100
203,Overberg,Theewaterskloof Municipality,Botrivier Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,3 days,50
204,Overberg,Theewaterskloof Municipality,Genadendal Clinic,Temporary outreach site,Pfizer,2021-05-31 00:00:00,Yes,3 days,50
205,Overberg,Theewaterskloof Municipality,Voorstekraal Satellite Clinic,Temporary outreach site,Pfizer,2021-06-02 00:00:00,Yes,1 day,20
206,Overberg,Theewaterskloof Municipality,Bereaville Satellite Clinic,Temporary outreach site,Pfizer,2021-06-02 00:00:00,Yes,1 day,20
207,Overberg,Theewaterskloof Municipality,Greyton Satellite Clinic,Temporary outreach site,Pfizer,2021-06-03 00:00:00,Yes,1 day,20
208,Overberg,Theewaterskloof Municipality,Victoria Hall Caledon,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,2 days,50
209,Overberg,Theewaterskloof Municipality,Caledon Hospital,Primary vaccination site,Pfizer,2021-05-31 00:00:00,Yes,5 days,50
210,Overberg,Theewaterskloof Municipality,Riviersonderend Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,2 days,50
211,West Coast,Bergrivier Municipality,Piketberg Clinic,Primary vaccination site,Pfizer,2021-05-31 00:00:00,Yes,4 days,50
212,West Coast,Bergrivier Municipality,Porterville Clinic,Primary vaccination site,Pfizer,2021-05-31 00:00:00,Yes,3 days,50
213,West Coast,Bergrivier Municipality,Wittewater Satellite Clinic,Temporary outreach site,Pfizer,2021-06-09 00:00:00,Yes,1 day,50
214,West Coast,Bergrivier Municipality,Goedverwacht Satellite Clinic,Temporary outreach site,Pfizer,2021-06-01 00:00:00,Yes,1 day,50
215,West Coast,Bergrivier Municipality,Eendekuil Satellite Clinic,Temporary outreach site,Pfizer,2021-06-11 00:00:00,Yes,1 day,50
216,West Coast,Bergrivier Municipality,Redelinghuys Satellite Clinic,Temporary outreach site,Pfizer,2021-06-08 00:00:00,Yes,1 day,50
217,West Coast,Bergrivier Municipality,Aurora Satellite Clinic,Temporary outreach site,Pfizer,2021-05-31 00:00:00,Yes,1 day,50
218,West Coast,Bergrivier Municipality,Velddrif Clinic,Primary vaccination site,Pfizer,2021-05-31 00:00:00,Yes,4 days,50
219,West Coast,Cederberg Municipality,Citrusdal Clinic,Primary vaccination site,Pfizer,2021-06-01 00:00:00,Yes,5 days,0
220,West Coast,Cederberg Municipality,Graafwater Clinic,Primary vaccination site,Pfizer,2021-06-07 00:00:00,Yes,5 days,50
221,West Coast,Cederberg Municipality,Lamberts Bay Clinic,Primary vaccination site,Pfizer,2021-06-01 00:00:00,Yes,5 days,30
222,West Coast,Cederberg Municipality,Elands Bay Clinic,Primary vaccination site,Pfizer,2021-06-07 00:00:00,Yes,5 days,30
223,West Coast,Cederberg Municipality,Wupperthal Clinic,Temporary outreach site,Pfizer,2021-06-08 00:00:00,Yes,5 days,50
224,West Coast,Cederberg Municipality,Citrusdal Hospital,Primary vaccination site,Pfizer,2021-06-01 00:00:00,Yes,5 days,30
225,West Coast,Cederberg Municipality,Clanwilliam Hospital,Primary vaccination site,Pfizer,2021-06-01 00:00:00,Yes,5 days,30
226,West Coast,Matzikama Municipality,Klawer Community Hall,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,5 days,28
227,West Coast,Matzikama Municipality,Lutzville Community Hall West,Temporary outreach site,Pfizer,2021-06-02 00:00:00,Yes,3 days,28
228,West Coast,Matzikama Municipality,Lutzville Uitkyk,Temporary outreach site,Pfizer,2021-06-28 00:00:00,Yes,5 days,28
229,West Coast,Matzikama Municipality,Vredendal North Community Hall,Temporary outreach site,Pfizer,2021-06-01 00:00:00,Yes,5 days,28
230,West Coast,Matzikama Municipality,Van Rhynsdorp Community Hall,Temporary outreach site,Pfizer,2021-06-22 00:00:00,Yes,5 days,28
231,West Coast,Matzikama Municipality,Doringbaai Satellite Clinic,Temporary outreach site,Pfizer,2021-06-29 00:00:00,Yes,3 days,28
232,West Coast,Matzikama Municipality,Ebenhaezer Satellite Clinic,Temporary outreach site,Pfizer,2021-06-28 00:00:00,Yes,3 days,28
233,West Coast,Matzikama Municipality,Koekenaap Satellite Clinic,Temporary outreach site,Pfizer,2021-06-30 00:00:00,Yes,3 days,28
234,West Coast,Matzikama Municipality,Bitterfontein Satellite Clinic,Temporary outreach site,Pfizer,2021-06-11 00:00:00,Yes,1 day,28
235,West Coast,Matzikama Municipality,Kliprand Satellite Clinic,Temporary outreach site,Pfizer,2021-06-29 00:00:00,Yes,1 day,28
236,West Coast,Matzikama Municipality,Molsvlei Satellite Clinic,Temporary outreach site,Pfizer,2021-06-17 00:00:00,Yes,1 day,28
237,West Coast,Matzikama Municipality,Nuwerus Satellite Clinic,Temporary outreach site,Pfizer,2021-06-18 00:00:00,Yes,1 day,28
238,West Coast,Matzikama Municipality,Rietpoort Satellite Clinic,Temporary outreach site,Pfizer,2021-06-15 00:00:00,Yes,1 day,28
239,West Coast,Matzikama Municipality,Stofkraal Satellite Clinic,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,1 day,28
240,West Coast,Matzikama Municipality,Vredendal Hospital,Primary vaccination site,Pfizer,2021-06-01 00:00:00,yes,5 days,28
241,West Coast,Saldanha Bay Municipality,Diazville Community Hall,Temporary outreach site,Pfizer,2021-06-09 00:00:00,Yes,5 days,35
242,West Coast,Saldanha Bay Municipality,Hopefield Community Hall,Temporary outreach site,Pfizer,2021-06-01 00:00:00,Yes,5 days,35
243,West Coast,Saldanha Bay Municipality,Langebaan Town Hall,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,2 days,35
244,West Coast,Saldanha Bay Municipality,Skilpad Hall,Temporary outreach site,Pfizer,2021-06-23 00:00:00,Yes,5 days,35
245,West Coast,Saldanha Bay Municipality,Sandy Point Community Hall,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,5 days,35
246,West Coast,Saldanha Bay Municipality,Solomon Paternoster Hall,Temporary outreach site,Pfizer,2021-06-09 00:00:00,Yes,2 days,35
247,West Coast,Saldanha Bay Municipality,Saldanha Multi-purpose Hall,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,5 days,35
248,West Coast,Saldanha Bay Municipality,Dial Rock Saldanha,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,5 days,35
249,West Coast,Saldanha Bay Municipality,Laingville Church,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,5 days,35
250,West Coast,Saldanha Bay Municipality,Steenbergs Cove,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,5 days,35
251,West Coast,Swartland Municipality,Moorreesburg Town hall,Temporary outreach site,Pfizer,2021-06-11 00:00:00,Yes,5 days,13
252,West Coast,Swartland Municipality,Darling Community Hall,Temporary outreach site,Pfizer,2021-06-21 00:00:00,Yes,5 days,13
253,West Coast,Swartland Municipality,Riebeek Wes Town Hall,Temporary outreach site,Pfizer,2021-06-29 00:00:00,Yes,5 days,13
254,West Coast,Swartland Municipality,Riebeek Kasteel Community Hall,Temporary outreach site,Pfizer,2021-06-25 00:00:00,Yes,5 days,13
255,West Coast,Swartland Municipality,Wesbank Community Hall,Temporary outreach site,Pfizer,2021-06-01 00:00:00,Yes,4 days,13
256,West Coast,Swartland Municipality,Koringberg Satellite Clinic,Temporary outreach site,Pfizer,2021-06-24 00:00:00,Yes,2 days,13
257,West Coast,Swartland Municipality,Abbotsdale Satellite Clinic,Temporary outreach site,Pfizer,2021-06-10 00:00:00,Yes,1 day,13
258,West Coast,Swartland Municipality,Kalbaskraal Satellite Clinic,Temporary outreach site,Pfizer,2021-06-18 00:00:00,Yes,1 day,13
259,West Coast,Swartland Municipality,Riverlands Satellite Clinic,Temporary outreach site,Pfizer,2021-06-18 00:00:00,Yes,3 days,13
260,West Coast,Swartland Municipality,Yzerfontein Town Hall,Temporary outreach site,Pfizer,2021-07-02 00:00:00,Yes,4 days,13
261,West Coast,Swartland Municipality,Chatsworth Satellite Clinic,Temporary outreach site,Pfizer,2021-06-10 00:00:00,Yes,1 day,13
262,West Coast,Saldanha Bay Municipality,Vredenburg Hospital,Primary vaccination site,Pfizer,2021-06-01 00:00:00,yes,5 days,0
263,Central Karoo DM,Beaufort West LM,"Dan De Villiers Building Corner of Grimbeeck & Thompson street, Beaufort West",Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc
264,Central Karoo DM,Beaufort West LM,Thusung Centre 26 Leed street Murraysburg,Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc
265,Central Karoo DM,Laingsburg LM,Thusong Centre Cnr Main & Third Avenue Laingsburg,Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc
266,Central Karoo DM,Prince Albert LM,Thusong Centre Church street Prince Albert,Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc
267,Garden Route DM,Bitou LM,"Demar Building, Main Road, Knysna",Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc
268,Garden Route DM,George LM,"DSD Boardroom, York Park building Ground Floor",Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc
269,Garden Route DM,Hessequa LM,"DSD Office, 6 Van Riebeeck Street, Riversdale",Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc
270,Garden Route DM,Kannaland,"Thusong Cente, Ladismith",Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc
271,Garden Route DM,Knysna LM,"Demar Building, Main Road, Knysna",Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc
272,Garden Route DM,Mossel Bay LM,"DSD Office, 24 Marsh Street, Mossel Bay",Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc
273,Garden Route DM,Oudtshoorn LM,"Seppie Greeff Building, Voortrekker Road",Temporary Outreach site,J&J,2021-07-19 00:00:00,yes,5 days,tbc
0,Sedibeng DM,Emfuleni LM,Saul Tsotetsi,fixed outreach site,J&J,23/06/2021,yes,5 days,240
1,Sedibeng DM,Midvaal,lakeside hall,fixed outreach site,J&J,23/06/2021,yes,5 days,80
2,Sedibeng DM,Lesedi LM,Impumelelo Hall,fixed outreach site,Pfizer,23/06/2021,yes,5 days,80
3,Sedibeng DM,Lesedi LM,Heidelberg town hall,fixed outreach site,J&J,23/06/2021,yes,5 days,120
4,Sedibeng DM,Emfuleni LM,Sebokeng Hospital,primary vaccination site,J&J,23/06/2021,yes,5 days,320
5,Sedibeng DM,Emfuleni LM,Levai Mbatha CHC,primary vaccination site,Pfizer,31/05/2021,yes,5 days,120
6,Sedibeng DM,Lesedi LM,Johan Heyns CHC,primary vaccination site,Pfizer,31/05/2021,yes,5 days,160
7,Sedibeng DM,Lesedi LM,Ratanda,primary vaccination site,Pfizer,31/05/2021,yes,5 days,160
8,Sedibeng DM,Emfuleni LM,Market banquet hall,primary vaccination site,Pfizer,31/05/2021,yes,5 days,120
9,Sedibeng DM,Emfuleni LM,Sharpeville,fixed outreach site,Pfizer,31/05/2021,yes,5 days,120
10,Sedibeng DM,Lesedi LM,Jameson Park Clinic,fixed outreach site,Pfizer,31/05/2021,yes,5 days,80
11,Sedibeng DM,Emfuleni LM,mafatsana thusong hall,fixed outreach site,Pfizer,31/05/2021,yes,5 days,160
12,Sedibeng DM,Lesedi LM,usizolwethu clinic,primary vaccination site,Pfizer,31/05/2021,yes,5 days,80
13,Sedibeng DM,Midvaal,Midvaal,fixed outreach site,Pfizer,31/05/2021,yes,5 days,120
14,Johannesburg MM,Johannesburg F SD,Hillbrow CHC,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,240
15,Johannesburg MM,Johannesburg E SD,Alexandra CHC,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,240
16,Johannesburg MM,Johannesburg D SD,Chiawelo CHC,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,240
17,Johannesburg MM,Johannesburg D SD,Itireleng CHC,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,160
18,Johannesburg MM,Johannesburg G SD,Stretford CHC,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,160
19,Johannesburg MM,Johannesburg G SD,Lenasia South Hospital,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,200
20,Johannesburg MM,Johannesburg D SD,CHBAH Recreational Centre,primary vaccination site,Pfizer,17/05/2021,Yes,7 days,720
21,Johannesburg MM,Johannesburg C SD,Discoverers CHC,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,240
22,Johannesburg MM,Johannesburg G SD,Lenasia South Extension 5 Clinic,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,200
23,Johannesburg MM,Johannesburg F SD,Charlotte Maxeke Hospital,primary vaccination site,Pfizer,24/05/2021,Yes,5 days,800
24,Johannesburg MM,Johannesburg C SD,Danny Van Zyl recreational centre,primary vaccination site,Pfizer,31/05/2021,Yes,5 days,280
25,Johannesburg MM,Johannesburg A SD,Lord Khanyile Hall,primary vaccination site,Pfizer,02/06/2021,Yes,5 days,240
26,Johannesburg MM,Johannesburg D SD,Kanana Community Hall,primary vaccination site,Pfizer,31/05/2021,Yes,5 days,400
27,Johannesburg MM,Johannesburg F SD,Yeoville recreation centre,primary vaccination site,Pfizer,31/05/2021,Yes,5 days,400
28,Johannesburg MM,Johannesburg B SD,Berairo Recreational Hall,primary vaccination site,Pfizer,07/05/2021,Yes,5 days,360
29,Johannesburg MM,Johannesburg G SD,WitPooitjie Recreational Center,primary vaccination site,Pfizer,07/05/2021,Yes,5 days,400
30,Johannesburg MM,Johannesburg D SD,Kopanong Community Hall,primary vaccination site,Pfizer,07/05/2021,Yes,5 days,400
31,Johannesburg MM,Johannesburg D SD,Makhaya Community Hall,primary vaccination site,Pfizer,07/05/2021,Yes,5 days,400
32,Johannesburg MM,Johannesburg D SD,Meadowlands zone 10 Hall,primary vaccination site,Pfizer,07/05/2021,Yes,5 days,360
33,Johannesburg MM,Johannesburg E SD,Wendy wood Sports and Recreational Centre,primary vaccination site,Pfizer,07/05/2021,Yes,5 days,400
34,Johannesburg MM,Johannesburg F SD,Mondeor Recreational Centre,primary vaccination site,Pfizer,01/06/2021,Yes,5 days,400
35,Johannesburg MM,Johannesburg D SD,Diepkloof Community Hall,primary vaccination site,Pfizer,31/05/2021,Yes,5 days,400
36,Johannesburg MM,Johannesburg D SD,Naledi Community Hall,primary vaccination site,Pfizer,31/05/2021,Yes,5 days,360
37,Johannesburg MM,Johannesburg D SD,Naledi Ext 2 Sports Centre,primary vaccination site,Pfizer,07/06/2021,Yes,5 days,360
38,Johannesburg MM,Johannesburg G SD,Weilers Farm Hall at Clinic,primary vaccination site,Pfizer,07/06/2021,Yes,5 days,360
39,Johannesburg MM,Johannesburg E SD,Marlboro Sport Complex,primary vaccination site,Pfizer,31/05/2021,Yes,5 days,400
40,Johannesburg MM,Johannesburg E SD,Sport Complex Alexandra Eastbank,primary vaccination site,Pfizer,31/05/2021,Yes,5 days,240
41,Johannesburg MM,Johannesburg G SD,Ennerdale Ext 9 Community Centre,primary vaccination site,Pfizer,31/05/2021,Yes,5 days,360
42,Johannesburg MM,Johannesburg A SD,Midrand LA EMS,Primary Vaccination Site,Pfizer,07/06/2021,Yes,5 days,240
43,Johannesburg MM,Johannesburg A SD,Diepsloot youth Centre,Primary Vaccination Site,Pfizer,Jun/Wed/2021202120212021,Yes,5 days,240
44,Johannesburg MM,Johannesburg A SD,Witkoppen Clinic,primary vaccination site,J&J,23/06/2021,Yes,5 days,400
45,Johannesburg MM,Johannesburg F SD,Gross Venor Hall,primary vaccination site,J&J,23/06/2021,Yes,5 days,400
46,Johannesburg MM,Johannesburg BSD,Parkhurst Recreationl Centre,primary vaccination site,J&J,23/06/2021,Yes,5 days,240
47,Johannesburg MM,Johannesburg C SD,Roodepoort Town Hall,primary vaccination site,J&J,24/06/2021,Yes,5 days,200
48,Johannesburg MM,Johannesburg C SD,Flerhoff Community Centre,primary vaccination site,J&J,24/06/2021,Yes,5 days,200
49,Johannesburg MM,Johannesburg C SD,Nkone Maruping Primary(Braamfischer Hall),primary vaccination site,J&J,23/06/2021,Yes,5 days,120
50,Johannesburg MM,Johannesburg G SD,Arekopaneng Community Hall,primary vaccination site,J&J,23/06/2021,Yes,5 days,120
51,Johannesburg MM,Johannesburg D SD,Grace Bible Church Drive thru,primary vaccination site,J&J,23/06/2021,Yes,5 days,200
52,Johannesburg MM,Johannesburg D SD,Phelophepha Train,primary vaccination site,Pfizer,21/06/2021,Yes,5 days,120
53,Johannesburg MM,Johannesburg G SD,Freedom park clinic,primary vaccination site,Pfizer,21/06/2021,Yes,5 days,240
54,Johannesburg MM,Johannesburg D SD,Poortjie clinic,primary vaccination site,Pfizer,21/06/2021,Yes,5 days,160
55,Johannesburg MM,Johannesburg C SD,Tshepisong clinic,primary vaccination site,Pfizer,21/06/2021,Yes,5 days,120
56,Johannesburg MM,Johannesburg D SD,Maropeng clinic,primary vaccination site,Pfizer,21/06/2021,Yes,5 days,160
57,Johannesburg MM,Johannesburg SD,Zandspruit,primary vaccination site,pfizer,04/06/2021,Yes,5 days,200
58,Ekurhuleni MM,ekurhuleni S,Alberton civic centre,fixed outreach site,J&J,23/06/2021,Yes,5 days,240
59,Ekurhuleni MM,ekurhuleni s,Alberton clinic,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,120
60,Ekurhuleni MM,ekurhuleni E,springs hall,fixed outreach site,J&J,23/06/2021,Yes,5 days,240
61,Ekurhuleni MM,ekurhuleni N,Rabosotho hall,fixed outreach site,J&J,23/06/2021,Yes,5 days,400
62,Ekurhuleni MM,ekurhuleni E,KwaThema CHC,fixed outreach site,J&J,23/06/2021,Yes,5 days,80
63,Ekurhuleni MM,ekurhuleni N,actonville hall,fixed outreach site,J&J,23/06/2021,Yes,5 days,200
64,Ekurhuleni MM,ekurhuleni N,Christian family Church Drive Through,fixed outreach site,J&J,23/06/2021,Yes,5 days,320
65,Ekurhuleni MM,ekurhuleni S,DH Williams,fixed outreach site,J&J,23/06/2021,Yes,5 days,320
66,Ekurhuleni MM,ekurhuleni N,Midstream Primary,fixed outreach site,J&J,23/06/2021,Yes,5 days,240
67,Ekurhuleni MM,ekurhuleni E,Phillip Moyo CHC,fixed outreach site,J&J,23/06/2021,Yes,5 days,80
68,Ekurhuleni MM,ekurhuleni E,Phillip Moyo CHC,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80
69,Ekurhuleni MM,ekurhuleni E,Tsakane clinic,fixed outreach site,J&J,23/06/2021,Yes,5 days,160
70,Ekurhuleni MM,ekurhuleni S,Vosloorus hall,fixed outreach site,J&J,23/06/2021,Yes,5 days,240
71,Ekurhuleni MM,ekurhuleni N,Kempton Park Civic Centre,primary vaccination site,J&J,23/06/2021,Yes,5 days,320
72,Ekurhuleni MM,ekurhuleni N,Esangweni CHC christian church unternational,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,240
73,Ekurhuleni MM,ekurhuleni E,Daveyton CDC main,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,160
74,Ekurhuleni MM,ekurhuleni E,Nokuthela Ngwenya CHC,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,160
75,Ekurhuleni MM,ekurhuleni S,Jabulani Dumane CHC,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,240
76,Ekurhuleni MM,ekurhuleni S,Bertha Gqxowa Hospital (Kobie Muller Hall),primary vaccination site,Pfizer,17/05/2021,Yes,5 days,600
77,Ekurhuleni MM,ekurhuleni n,Boksburg Civic Hall,primary vaccination site,Pfizer,20/05/2021,Yes,5 days,160
78,Ekurhuleni MM,ekurhuleni e,gp Duduza Clinic,primary vaccination site,Pfizer,25/05/2021,Yes,5 days,160
79,Ekurhuleni MM,ekurhuleni s,gp Esangweni CHC,primary vaccination site,J&J,23/06/2021,Yes,5 days,240
80,Ekurhuleni MM,ekurhuleni e,gp Joy Clinic,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,80
81,Ekurhuleni MM,ekurhuleni s,gp Phola Park CHC,primary vaccination site,Pfizer,25/05/2021,Yes,5 days,80
82,Ekurhuleni MM,erkurhuleni s,gp Thelle Mogoerane Regional Hospital,primary vaccination site,Pfizer,22/02/2021,Yes,5 days,560
83,Ekurhuleni MM,erkurhuleni n,Tembisa Hospital,primary vaccination site,Pfizer,25/05/2021,Yes,5 days,160
84,Ekurhuleni MM,ekurhuleni s,Thokoza youth center,primary vaccination site,Pfizer,11/06/2021,Yes,5 days,200
85,Ekurhuleni MM,ekurhuleni e,Pholosong hospital,primary vaccination site,Pfizer,22/02/2021,Yes,5 days,240
86,West rand District,Rand West City LM,westonaria civic center (Education Department),fixed outreach site,J&J,23/06/2021,Yes,5 days,200
87,West rand District,Rand West City LM,westonaria civic center,fixed outreach site,Pfizer,26/05/2021,Yes,5 days,80
88,West rand District,Rand West City LM,greenhills stadium (Education Department),Temporary outreach site (with cooler box),J&J,23/06/2021,Yes,5 days,200
89,West rand District,Rand West City LM,greenhills stadium,Temporary outreach site,Pfizer,14/06/2021,Yes,5 days,0
90,West rand District,Merafong City LM,Carletonville hospital,primary vaccination site,Pfizer,18/05/2021,Yes,5 days,120
91,West rand District,Merafong City LM,carletonville civic center (Education Department),fixed outreach site,J&J,23/06/2021,Yes,5 days,80
92,West rand District,Mogale City LM,Jubilee hall (Education Department),fixed outreach site,J&J,23/06/2021,Yes,5 days,200
93,West rand District,Mogale City LM,Jubilee hall,fixed outreach site,Pfizer,02/06/2021,Yes,5 days,0
94,West rand District,Mogale City LM,Krugersdorp Town Hall (Phase 2),fixed outreach site,Pfizer,10/06/2020,Yes,7 days,80
95,West rand District,Rand West City LM,Zuurbekom Clinic (phase 2),temporary outreach site,Pfizer,04/06/2021,Yes,5 days,40
96,West rand District,Rand West City LM,Simunye Hall (phase 2),fixed outreach site,J&J,14/06/2021,Yes,5 days,200
97,West rand District,Rand West City LM,Ramosa Hall (Phase II),fixed outreach site,Pfizer,25/05/2021,Yes,3 days,0
98,West rand District,Merafong City LM,Fochville Civic Center,Temporary outreach site,Pfizer,07/6/2021,Yes,5 days,80
99,West rand District,Merafong City LM,Wedela Community Hall,Temporary outreach site,Pfizer,07/6/2021,Yes,5 days,80
100,West rand District,Merafong City LM,Khutsong Community Hall,Temporary outreach site,J&J,21/06/2021,Yes,5 days,200
101,West rand District,Merafong City LM,Nelson Mandela Hall Tarleton(Phase 2),fixed outreach site,Pfizer,17/06/2021,Yes,4 days,80
102,West rand District,Mogale City LM,Kagiso ext12 Hall (phase2),fixed outreach site,Pfizer,17/05/2021,Yes,6 days,200
103,West rand District,Mogale City LM,Leratong Hospital,primary vaccination site,Pfizer,17/05/2021,Yes,5 days,80
104,West rand District,Mogale City LM,Dr yusuf dadoo,primary vaccination site,Pfizer,18/05/2021,Yes,5 days,80
105,West rand District,Rand West City LM,Randgate clinic,primary vaccination site,Pfizer,25/05/2021,Yes,5 days,80
106,West rand District,Rand West City LM,Ithuteng High school,fixed outreach site,Pfizer,23/06/2021,Yes,5 days,80
107,West rand District,Mogale City LM,Pink Hall,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80
108,West rand District,Rand West City LM,Mining house,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80
109,West rand District,Rand West City LM,Venterspost Library,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80
110,West rand District,Mogale City LM,toekomsrus Community Hall,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80
111,West rand District,Mogale City LM,Joe Slovo Hall,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80
112,West rand District,Mogale City LM,Centenary hall,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80
113,West rand District,Mogale City LM,hekpoort hall,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80
114,West rand District,Mogale City LM,bekersdal care of the aged,temporary outreach site,Pfizer,17/05/2021,Yes,5 days,80
115,West rand District,Mogale City LM,munsiville care of the aged,temporary outreach site,Pfizer,17/05/2021,Yes,5 days,80
116,West rand District,Merafong City LM,video hall,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80
117,West rand District,Merafong City LM,burgerhoop hall,fixed outreach site,Pfizer,17/05/2021,Yes,5 days,80
