,Unnamed: 0,District,Sub-District,Vaccination Site Name,Type of site,Pfizer or J&J,Start Date,Site Active (Yes/No),Open Days per week,Capacity per day,Latitude,Longitude,Municipality,DISTRICT_N,DISTRICT_C
274,45,Cape Town MM,CT Khayelitsha SD,Khayelitsha (Site B) CHC,Primary vaccination site,Pfizer,2021-05-24 00:00:00,yes,5 days,100,-34.03991,18.68345,,City of Cape Town,CPT
275,46,Cape Town MM,CT Khayelitsha SD,Khayelitsha Hospital,Primary vaccination site,Pfizer,2021-02-17 00:00:00,yes,5 days,200,-34.04946,18.64817,,City of Cape Town,CPT
276,47,Cape Town MM,CT Eastern SD,Kleinvlei CDC,Primary vaccination site,Pfizer,2021-05-24 00:00:00,yes,5 days,100,-33.82368,25.65671,,City of Cape Town,CPT
277,48,Cape Town MM,CT Eastern SD,Kleinvlei Recreational Hall,Temporary Outreach site,Pfizer,2021-07-01 00:00:00,yes,5 days,400,-33.58986,26.90428,,City of Cape Town,CPT
278,49,Cape Town MM,CT Southern SD,Lady Michaelis CDC,Primary vaccination site,Pfizer,2021-05-27 00:00:00,yes,5 days,210,-34.13837,18.85603,,City of Cape Town,CPT
279,50,Cape Town MM,CT Southern SD,Lansdowne Library Hall,Temporary Outreach site,Pfizer,2021-05-24 00:00:00,yes,5 days,100,-34.13837,18.85603,,City of Cape Town,CPT
280,51,Cape Town MM,CT Mitch Plain SD,Lentegeur Hospital Hall,Temporary Outreach Site,Pfizer,2021-05-17 00:00:00,yes,5 days,750,-28.996320724487305,25.087142944335938,,City of Cape Town,CPT
281,52,Cape Town MM,CT Southern SD,Lotus River CDC,Primary vaccination site,Pfizer,2021-05-25 00:00:00,yes,5 days,140,-34.02654,18.50904,,City of Cape Town,CPT
282,53,Cape Town MM,CT Eastern SD,Macassar CDC,Primary vaccination site,Pfizer,2021-05-31 00:00:00,yes,5 days,100,-33.82368,25.65671,,City of Cape Town,CPT
283,54,Cape Town MM,CT Eastern SD,Macassar New Civic,Temporary Outreach site,Pfizer,2021-07-05 00:00:00,yes,5 days,200,-28.996320724487305,25.087142944335938,,City of Cape Town,CPT
284,55,Cape Town MM,CT Western SD,Mamre CDC,Primary vaccination site,Pfizer,2021-05-28 00:00:00,yes,5 days,140,-34.1178,18.83311,,City of Cape Town,CPT
285,56,Cape Town MM,CT Eastern SD,Mfuleni CDC,Primary vaccination site,Pfizer,2021-05-31 00:00:00,yes,5 days,100,-33.82368,25.65671,,City of Cape Town,CPT
286,57,Cape Town MM,CT Khayelitsha SD,Michael Mapongwana CDC,Primary vaccination site,Pfizer,2021-05-24 00:00:00,yes,5 days,150,-34.04659,18.69225,,City of Cape Town,CPT
287,58,Cape Town MM,CT Mitch Plain SD,Mitchells Plain CHC,Primary vaccination site,Pfizer,2021-05-17 00:00:00,yes,6 days,50,-34.04589,18.61943,,City of Cape Town,CPT
288,59,Cape Town MM,CT Klipfontein SD,New Apostolic Church,Temporary Outreach Site,Pfizer,2021-05-31 00:00:00,yes,5 days,200,-34.61298,19.36874,,City of Cape Town,CPT
289,60,Cape Town MM,CT Western SD,New Somerset Hospital,Primary vaccination site,Pfizer,2021-05-24 00:00:00,yes,5 days,200,-34.05767,18.75731,,City of Cape Town,CPT
290,61,Cape Town MM,CT Khayelitsha SD,Nolungile CDC,Primary vaccination site,Pfizer,2021-05-24 00:00:00,yes,5 days,50,-28.996320724487305,25.087142944335938,,City of Cape Town,CPT
291,62,Cape Town MM,CT Eastern SD,Nomzamo CDC,Primary vaccination site,Pfizer,2021-05-31 00:00:00,yes,5 days,30,-33.82368,25.65671,,City of Cape Town,CPT
292,63,Cape Town MM,CT Eastern SD,Nomzamo Community Hall,Temporary Outreach site,Pfizer,2021-07-01 00:00:00,yes,2 days,200,-33.58986,26.90428,,City of Cape Town,CPT
293,64,Cape Town MM,CT Klipfontein SD,Nyanga CDC,Primary vaccination site,Pfizer,2021-05-17 00:00:00,yes,5 days,150,-34.61298,19.36874,,City of Cape Town,CPT
294,65,Cape Town MM,CT Tygerberg SD,Ravensmead CDC,Primary vaccination site,Pfizer,2021-05-31 00:00:00,yes,5 days,50,-28.996320724487305,25.087142944335938,,City of Cape Town,CPT
295,66,Cape Town MM,CT Tygerberg SD,Reed Street CDC,Primary vaccination site,Pfizer,2021-05-24 00:00:00,yes,5 days,50,-33.90383,18.63436,,City of Cape Town,CPT
296,67,Cape Town MM,CT Southern SD,Retreat CHC,Primary vaccination site,Pfizer,2021-06-03 00:00:00,yes,5 days,240,-34.13837,18.85603,,City of Cape Town,CPT
297,68,Cape Town MM,CT Western SD,Saxonsea Community Hall,Temporary Outreach Site,Pfizer,2021-07-06 00:00:00,yes,5 days,250,-34.11131,18.82424,,City of Cape Town,CPT
298,69,Cape Town MM,CT Northern SD,Scottsdene CDC,Primary vaccination site,Pfizer,2021-05-24 00:00:00,yes,5 days,50,-33.86011,18.72182,,City of Cape Town,CPT
299,70,Cape Town MM,CT Khayelitsha SD,Solomon Tshuku Hall,Temporary Outreach Site,Pfizer,2021-07-01 00:00:00,yes,5 days,300,-34.01353,18.64666,,City of Cape Town,CPT
300,71,Cape Town MM,CT Eastern SD,Somerset West Civic - Town Hall,Temporary Outreach site,Pfizer,2021-07-12 00:00:00,yes,5 days,500,-34.0957,18.82183,,City of Cape Town,CPT
301,72,Cape Town MM,CT Tygerberg SD,Stikland Hospital,Primary vaccination site,Pfizer,2021-05-24 00:00:00,yes,5 days,0,-33.89297,18.65555,,City of Cape Town,CPT
302,73,Cape Town MM,CT Eastern SD,Strand CDC,Primary vaccination site,Pfizer,2021-05-31 00:00:00,yes,5 days,20,-33.82368,25.65671,,City of Cape Town,CPT
303,74,Cape Town MM,CT Tygerberg SD,Symphony Way CDC,Primary vaccination site,Pfizer,2021-05-24 00:00:00,yes,5 days,100,-33.94338,18.63477,,City of Cape Town,CPT
304,75,Cape Town MM,CT Tygerberg SD,University of the Western Cape vaccine site,Temporary Outreach Site,Pfizer,2021-08-06 00:00:00,yes,5 days,300,-33.93319,18.62652,,City of Cape Town,CPT
305,76,Cape Town MM,CT Western SD,Vanguard CHC,Primary vaccination site,Pfizer,2021-06-04 00:00:00,yes,5 days,100,-34.1178,18.83311,,City of Cape Town,CPT
306,77,Cape Town MM,CT Western SD,West EMS Pinelands,Fixed Outreach site,J&J,2021-05-31 00:00:00,yes,5 days,500,-34.12428,18.83329,,City of Cape Town,CPT
307,78,Cape Winelands,Breede Valley Municipality,De Doorns Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,5 days,50,-33.47753,19.6668,Breede Valley,Cape Winelands,DC2
308,79,Cape Winelands,Breede Valley Municipality,Empilisweni (Worcester) Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,5 days,50,-33.64899,19.4652,Breede Valley,Cape Winelands,DC2
309,80,Cape Winelands,Breede Valley Municipality,Rawsonville Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,5 days,30,-34.10718,18.38994,Breede Valley,Cape Winelands,DC2
310,81,Cape Winelands,Breede Valley Municipality,Worcester Town Hall,Temporary outreach site,Pfizer,2021-05-31 00:00:00,yes,5 days,200,,,Breede Valley,Cape Winelands,DC2
311,82,Cape Winelands,Breede Valley Municipality,Touws River Clinic,Temporary outreach site,Pfizer,2021-05-31 00:00:00,Yes,5 days,20,-33.39787,25.48392,Breede Valley,Cape Winelands,DC2
312,83,Cape Winelands,Breede Valley Municipality,Orchard Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,5 days,20,-34.10718,18.38994,Breede Valley,Cape Winelands,DC2
313,84,Cape Winelands,Breede Valley Municipality,Sandhills Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,5 days,20,-34.10718,18.38994,Breede Valley,Cape Winelands,DC2
314,85,Cape Winelands,Breede Valley Municipality,Rawsonville VGK Church Hall,Temporary outreach site,Pfizer,2021-07-12 00:00:00,Yes,1 day,150,-33.66699981689453,19.5,Breede Valley,Cape Winelands,DC2
315,86,Cape Winelands,Drakenstein Municipality,Dalvale Clinic,Primary vaccination site,Pfizer,2021-07-05 00:00:00,Yes,5 days,30,-33.69744,19.00106,Drakenstein,Cape Winelands,DC2
316,87,Cape Winelands,Drakenstein Municipality,Gouda Clinic,Primary vaccination site,Pfizer,2021-06-28 00:00:00,Yes,5 days,30,-33.30074,19.04023,Drakenstein,Cape Winelands,DC2
317,88,Cape Winelands,Drakenstein Municipality,Huis McCrone Clinic,Primary vaccination site,Pfizer,2021-06-07 00:00:00,Yes,5 days,100,-33.5,19.0,Drakenstein,Cape Winelands,DC2
318,89,Cape Winelands,Drakenstein Municipality,Klein Drakenstein Clinic,Primary vaccination site,Pfizer,2021-07-05 00:00:00,Yes,5 days,30,-33.7337,18.99748,Drakenstein,Cape Winelands,DC2
319,90,Cape Winelands,Drakenstein Municipality,Nieuwedrift Clinic,Primary vaccination site,Pfizer,2021-07-05 00:00:00,Yes,5 days,30,-33.73151,18.96233,Drakenstein,Cape Winelands,DC2
320,91,Cape Winelands,Drakenstein Municipality,Patriot Plein Clinic,Primary vaccination site,Pfizer,2021-07-05 00:00:00,Yes,5 days,30,-33.7337,18.99748,Drakenstein,Cape Winelands,DC2
321,92,Cape Winelands,Drakenstein Municipality,Phola Park Clinic,Primary vaccination site,Pfizer,2021-07-05 00:00:00,Yes,5 days,30,-32.68844,26.09794,Drakenstein,Cape Winelands,DC2
322,93,Cape Winelands,Drakenstein Municipality,Saron Clinic,Primary vaccination site,Pfizer,2021-06-28 00:00:00,Yes,5 days,30,-25.57747,27.15405,Drakenstein,Cape Winelands,DC2
323,94,Cape Winelands,Drakenstein Municipality,Simondium Clinic,Primary vaccination site,Pfizer,2021-07-05 00:00:00,Yes,5 days,30,-33.73151,18.96233,Drakenstein,Cape Winelands,DC2
324,95,Cape Winelands,Drakenstein Municipality,Soetendal Clinic,Primary vaccination site,Pfizer,2021-07-05 00:00:00,Yes,5 days,30,-33.73151,18.96233,Drakenstein,Cape Winelands,DC2
325,96,Cape Winelands,Drakenstein Municipality,TC Newman CDC,Primary vaccination site,Pfizer,2021-05-31 00:00:00,yes,6 days,300,-33.73595,18.99151,Drakenstein,Cape Winelands,DC2
326,97,Cape Winelands,Drakenstein Municipality,Wellington CDC,Primary vaccination site,Pfizer,2021-07-12 00:00:00,Yes,5 days,150,-33.64163,19.0038,Drakenstein,Cape Winelands,DC2
327,98,Cape Winelands,Drakenstein Municipality,Windmeul Clinic,Primary vaccination site,Pfizer,2021-07-05 00:00:00,Yes,5 days,30,-33.67088,18.91389,Drakenstein,Cape Winelands,DC2
328,99,Cape Winelands,Drakenstein Municipality,Mbekweni Community Hall,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,5 days,150,-29.57958,30.38882,Drakenstein,Cape Winelands,DC2
329,100,Cape Winelands,Drakenstein Municipality,Thusong Centre Phola Park,Temporary outreach site,Pfizer,2021-07-05 00:00:00,Yes,5 days,150,-32.68844,26.09794,Drakenstein,Cape Winelands,DC2
330,101,Cape Winelands,Langeberg Municipality,Cogmanskloof Clinic,Primary vaccination site,Pfizer,2021-07-12 00:00:00,Yes,5 days,20,-33.9455,19.82917,Langeberg,Cape Winelands,DC2
331,102,Cape Winelands,Langeberg Municipality,Zolani Clinic,Primary vaccination site,Pfizer,2021-06-21 00:00:00,Yes,5 days,20,-33.9455,19.82917,Langeberg,Cape Winelands,DC2
332,103,Cape Winelands,Langeberg Municipality,Montagu Clinic,Primary vaccination site,Pfizer,2021-06-07 00:00:00,Yes,5 days,30,-33.78631,20.11995,Langeberg,Cape Winelands,DC2
333,104,Cape Winelands,Langeberg Municipality,McGregor Clinic,Primary vaccination site,Pfizer,2021-07-05 00:00:00,Yes,5 days,20,-33.9455,19.82917,Langeberg,Cape Winelands,DC2
334,105,Cape Winelands,Langeberg Municipality,Happy Valley Clinic,Primary vaccination site,Pfizer,2021-07-05 00:00:00,Yes,5 days,20,-33.93286,20.07466,Langeberg,Cape Winelands,DC2
335,106,Cape Winelands,Langeberg Municipality,Callie de Wet Hall,Temporary outreach site,Pfizer,2021-05-31 00:00:00,yes,5 days,300,-28.53555,29.77194,Langeberg,Cape Winelands,DC2
336,107,Cape Winelands,Langeberg Municipality,Chris Van Zyl Hall,Temporary outreach site,Pfizer,2021-07-01 00:00:00,Yes,1 day,300,-33.93876,20.10143,Langeberg,Cape Winelands,DC2
337,108,Cape Winelands,Langeberg Municipality,Montagu Community Hall,Temporary outreach site,Pfizer,2021-07-12 00:00:00,Yes,1 day,100,-29.57958,30.38882,Langeberg,Cape Winelands,DC2
338,109,Cape Winelands,Langeberg Municipality,Ashton Town Hall,Temporary outreach site,Pfizer,2021-07-12 00:00:00,Yes,1 day,100,-33.8329,18.66904,Langeberg,Cape Winelands,DC2
339,110,Cape Winelands,Stellenbosch Municipality,Cloetesville CDC,Primary vaccination site,Pfizer,2021-06-07 00:00:00,Yes,5 days,50,-33.91351,18.85543,Stellenbosch,Cape Winelands,DC2
340,111,Cape Winelands,Stellenbosch Municipality,Kayamandi Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,5 days,10,-33.91738,18.84684,Stellenbosch,Cape Winelands,DC2
341,112,Cape Winelands,Stellenbosch Municipality,Idas Valley Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,5 days,50,-33.92087,18.88679,Stellenbosch,Cape Winelands,DC2
342,113,Cape Winelands,Stellenbosch Municipality,Kylemore Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,5 days,30,-33.91336,18.94836,Stellenbosch,Cape Winelands,DC2
343,114,Cape Winelands,Stellenbosch Municipality,Don and Pat Bilton Clinic,Temporary outreach site,Pfizer,2021-07-05 00:00:00,Yes,5 days,30,-33.91699981689453,19.91699981689453,Stellenbosch,Cape Winelands,DC2
344,115,Cape Winelands,Stellenbosch Municipality,Klapmuts Multi-Purpose Centre,Temporary outreach site,Pfizer,2021-06-17 00:00:00,Yes,1 day,150,-33.80111,18.8723,Stellenbosch,Cape Winelands,DC2
345,116,Cape Winelands,Stellenbosch Municipality,Groendal Community Hall,Temporary outreach site,Pfizer,2021-06-18 00:00:00,Yes,1 day,150,-29.57958,30.38882,Stellenbosch,Cape Winelands,DC2
346,117,Cape Winelands,Stellenbosch Municipality,Van Der Stel Sports Grounds,Temporary outreach site,Pfizer,2021-05-31 00:00:00,yes,5 days,250,-33.9358,18.88005,Stellenbosch,Cape Winelands,DC2
347,118,Cape Winelands,Stellenbosch Municipality,Kayamandi Corridor,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,1 day,150,-33.91738,18.84684,Stellenbosch,Cape Winelands,DC2
348,119,Cape Winelands,Stellenbosch Municipality,Eikestad Hall,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,1 day,150,-33.93816,18.85962,Stellenbosch,Cape Winelands,DC2
349,120,Cape Winelands,Witzenberg Municipality,Ceres Hospital,Primary vaccination site,Pfizer,2021-05-31 00:00:00,Yes,5 days,250,-33.37101,19.3057,Witzenberg,Cape Winelands,DC2
350,121,Cape Winelands,Witzenberg Municipality,Prince Alfred Hamlet Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,1 day,150,-33.29369,19.32826,Witzenberg,Cape Winelands,DC2
351,122,Cape Winelands,Witzenberg Municipality,Op die Berg Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,1 day,150,-33.01958,19.31327,Witzenberg,Cape Winelands,DC2
352,123,Cape Winelands,Witzenberg Municipality,Tulbagh Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,1 day,150,-33.28318,19.14539,Witzenberg,Cape Winelands,DC2
353,124,Cape Winelands,Witzenberg Municipality,Wolseley Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,1 day,150,-33.29369,19.32826,Witzenberg,Cape Winelands,DC2
354,125,Cape Winelands,Witzenberg Municipality,Nduli Clinic,Temporary outreach site,Pfizer,2021-06-28 00:00:00,Yes,1 day,150,-33.35549,19.34465,Witzenberg,Cape Winelands,DC2
355,126,Cape Winelands,Witzenberg Municipality,Bella Vista Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,1 day,150,-33.33214,19.31811,Witzenberg,Cape Winelands,DC2
356,127,Central Karoo,Beaufort West Municipality,Merweville Satellite Clinic,Temporary outreach site,Pfizer,2021-06-23 00:00:00,Yes,1 day,10,-32.66956,21.51132,,Central Karoo,DC5
357,128,Central Karoo,Beaufort West Municipality,Hillside Clinic,Temporary outreach site,Pfizer,2021-06-15 00:00:00,Yes,5 days,100,-32.35172,22.5582,,Central Karoo,DC5
358,129,Central Karoo,Beaufort West Municipality,Beaufort West CDC,Temporary outreach site,Pfizer,2021-06-11 00:00:00,Yes,5 days,100,-32.35099,22.58277,,Central Karoo,DC5
359,130,Central Karoo,Beaufort West Municipality,Kwamandlenkosi Clinic,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,5 days,100,-32.35099,22.58277,,Central Karoo,DC5
360,131,Central Karoo,Beaufort West Municipality,Nieuveldpark Clinic,Temporary outreach site,Pfizer,2021-06-10 00:00:00,Yes,5 days,100,-32.37786,22.56109,,Central Karoo,DC5
361,132,Central Karoo,Beaufort West Municipality,Nelspoort Clinic,Temporary outreach site,Pfizer,2021-06-17 00:00:00,Yes,1 day,10,-32.09058,23.00852,,Central Karoo,DC5
362,133,Central Karoo,Beaufort West Municipality,Murraysburg Clinic,Primary vaccination site,Pfizer,2021-07-02 00:00:00,Yes,5 days,50,-32.35099,22.58277,,Central Karoo,DC5
363,134,Central Karoo,Laingsburg Municipality,Matjiesfontein Satellite Clinic,Temporary outreach site,Pfizer,2021-07-02 00:00:00,Yes,1 day,0,-28.996320724487305,25.087142944335938,,Central Karoo,DC5
364,135,Central Karoo,Laingsburg Municipality,Laingsburg Clinic,Primary vaccination site,Pfizer,2021-06-14 00:00:00,Yes,5 days,100,-33.19524,20.85891,,Central Karoo,DC5
365,136,Central Karoo,Prince Albert Municipality,Prince Albert Clinic,Primary vaccination site,Pfizer,2021-06-15 00:00:00,Yes,5 days,100,-33.22765,22.03083,,Central Karoo,DC5
366,137,Central Karoo,Prince Albert Municipality,Klaarstroom Satellite Clinic,Temporary outreach site,Pfizer,2021-07-01 00:00:00,Yes,1 day,10,-33.32632,22.52922,,Central Karoo,DC5
367,138,Central Karoo,Prince Albert Municipality,Leeu-Gamka Clinic,Temporary outreach site,Pfizer,2021-06-15 00:00:00,Yes,1 day,20,-32.77487,21.97822,,Central Karoo,DC5
368,139,Garden Route,Bitou Municipality,Plettenberg Bay Clinic,Temporary outreach site,Pfizer,2021-06-02 00:00:00,Yes,5 days,150,-34.05256,23.34208,,Garden Route,DC4
369,140,Garden Route,Bitou Municipality,Kwanokuthula CDC,Primary vaccination site,Pfizer,2021-06-14 00:00:00,Yes,3 days,150,-34.05166,23.31731,,Garden Route,DC4
370,141,Garden Route,Bitou Municipality,Crags Clinic,Temporary outreach site,Pfizer,2021-06-21 00:00:00,Yes,1 day,120,-33.95678,23.47376,,Garden Route,DC4
371,142,Garden Route,Bitou Municipality,Kranshoek Clinic,Temporary outreach site,Pfizer,2021-06-21 00:00:00,Yes,1 day,150,-34.09114,23.29746,,Garden Route,DC4
372,143,Garden Route,George Municipality,Harry Comay TB Hospital,Primary vaccination site,Pfizer,2021-06-02 00:00:00,Yes,5 days,350,-33.97102,22.48048,,Garden Route,DC4
373,144,Garden Route,George Municipality,Thembalethu CDC,Primary vaccination site,Pfizer,2021-06-03 00:00:00,Yes,5 days,350,-33.9604,22.45624,,Garden Route,DC4
374,145,Garden Route,George Municipality,George Central Clinic,Temporary outreach site,Pfizer,2021-06-03 00:00:00,Yes,5 days,150,-33.9723,22.47807,,Garden Route,DC4
375,146,Garden Route,George Municipality,Uniondale Hospital,Primary vaccination site,Pfizer,2021-06-07 00:00:00,Yes,5 days,50,-33.65931,23.12566,,Garden Route,DC4
376,147,Garden Route,George Municipality,George Mobile 1,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,5 days,100,-34.18095,22.13983,,Garden Route,DC4
377,148,Garden Route,George Municipality,Pacaltsdorp Clinic,Primary vaccination site,Pfizer,2021-06-07 00:00:00,Yes,5 days,50,-33.99945,22.45632,,Garden Route,DC4
378,149,Garden Route,Hessequa Municipality,Riversdale Civic Centre,Temporary outreach site,Pfizer,2021-06-03 00:00:00,Yes,5 days,100,-34.16699981689453,21.25,,Garden Route,DC4
379,150,Garden Route,Hessequa Municipality,Heidelberg Duivenhoks Hall,Temporary outreach site,Pfizer,2021-06-09 00:00:00,Yes,3 days,100,-34.08903,20.95656,,Garden Route,DC4
380,151,Garden Route,Hessequa Municipality,Albertinia Theronsville Hall,Temporary outreach site,Pfizer,2021-06-10 00:00:00,Yes,2 days,100,-34.20303,21.57575,,Garden Route,DC4
381,152,Garden Route,Hessequa Municipality,Melkhoutfontein Satellite Clinic,Temporary outreach site,Pfizer,2021-06-09 00:00:00,Yes,1 day,100,-34.32767,21.51322,,Garden Route,DC4
382,153,Garden Route,Hessequa Municipality,Still Bay Civic Centre,Temporary outreach site,Pfizer,2021-06-10 00:00:00,Yes,4 days,100,-34.37094,21.4052,,Garden Route,DC4
383,154,Garden Route,Hessequa Municipality,Slangrivier Satellite Clinic,Temporary outreach site,Pfizer,2021-06-11 00:00:00,Yes,1 day,40,-34.16699981689453,21.25,,Garden Route,DC4
384,155,Garden Route,Hessequa Municipality,Witsand de Duine Hall,Temporary outreach site,Pfizer,2021-06-08 00:00:00,Yes,3 days,35,-34.08606,20.96038,,Garden Route,DC4
385,156,Garden Route,Hessequa Municipality,Gouritsmond Hall,Temporary outreach site,Pfizer,2021-06-22 00:00:00,Yes,2 days,70,-34.35318,21.88061,,Garden Route,DC4
386,157,Garden Route,Kannaland Municipality,Ladismith DRC Church Hall,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,2 days,200,-33.49336,21.26542,,Garden Route,DC4
387,158,Garden Route,Kannaland Municipality,Zoar Sports Club,Temporary outreach site,Pfizer,2021-06-02 00:00:00,Yes,1 day,200,-28.996320724487305,25.087142944335938,,Garden Route,DC4
388,159,Garden Route,Kannaland Municipality,Calitzdorp DRC Church Hall,Temporary outreach site,Pfizer,2021-06-04 00:00:00,Yes,2 days,200,-33.49336,21.26542,,Garden Route,DC4
389,160,Garden Route,Kannaland Municipality,Van Wyksdorp Kerksaal,Temporary outreach site,Pfizer,2021-06-08 00:00:00,Yes,1 day,150,-33.7479,21.46167,,Garden Route,DC4
390,161,Garden Route,Knysna Municipality,Knysna CDC,Temporary outreach site,Pfizer,2021-06-21 00:00:00,Yes,5 days,100,-34.03577,23.05189,,Garden Route,DC4
391,162,Garden Route,Knysna Municipality,Knysna Town Hall,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,5 days,200,-34.05262,23.09899,,Garden Route,DC4
392,163,Garden Route,Knysna Municipality,Sedgefield Clinic,Temporary outreach site,Pfizer,2021-06-15 00:00:00,Yes,2 days,100,-34.01233,22.80191,,Garden Route,DC4
393,164,Garden Route,Knysna Municipality,Keurhoek Satellite Clinic,Temporary outreach site,Pfizer,2021-06-18 00:00:00,Yes,1 day,50,-34.03577423095703,23.051895141601562,,Garden Route,DC4
394,165,Garden Route,Knysna Municipality,Karatara Satellite Clinic,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,1 day,50,-34.03577423095703,23.051895141601562,,Garden Route,DC4
395,166,Garden Route,Mossel Bay Municipality,Alma CDC,Temporary outreach site,Pfizer,2021-06-04 00:00:00,Yes,4 days,300,-28.996320724487305,25.087142944335938,,Garden Route,DC4
396,167,Garden Route,Mossel Bay Municipality,Wolwedans Community Hall,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,4 days,200,-34.16926,22.11997,,Garden Route,DC4
397,168,Garden Route,Mossel Bay Municipality,Mossel Bay Town Hall,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,4 days,300,-34.18121,22.14111,,Garden Route,DC4
398,169,Garden Route,Mossel Bay Municipality,Mossel Bay Outreach Mobile,Temporary outreach site,Pfizer,2021-05-31 00:00:00,Yes,4 days,200,-28.996320724487305,25.087142944335938,,Garden Route,DC4
399,170,Garden Route,Mossel Bay Municipality,D'Almeida Community Hall,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,4 days,300,-34.16926,22.11997,,Garden Route,DC4
400,171,Garden Route,Oudtshoorn Municipality,Toekomsrust Community Hall,Temporary outreach site,Pfizer,2021-06-21 00:00:00,Yes,5 days,300,-29.57958,30.38882,,Garden Route,DC4
401,172,Garden Route,Oudtshoorn Municipality,Dysselsdorp Clinic,Temporary outreach site,Pfizer,2021-06-15 00:00:00,Yes,1 day,100,-33.57594,22.43182,,Garden Route,DC4
402,173,Garden Route,Oudtshoorn Municipality,De Rust (Blommenek) Clinic,Temporary outreach site,Pfizer,2021-06-17 00:00:00,Yes,1 day,100,-33.48872,22.53482,,Garden Route,DC4
403,174,Garden Route,Oudtshoorn Municipality,Oudtshoorn Clinic,Temporary outreach site,Pfizer,2021-07-05 00:00:00,Yes,5 days,100,-33.5887,22.20397,,Garden Route,DC4
404,175,Overberg,Cape Agulhas Municipality,Bredasdorp Glaskasteel,Temporary outreach site,Pfizer,2021-06-16 00:00:00,Yes,1 day,32,-34.5258,20.06289,Cape Agulhas,Overberg,DC3
405,176,Overberg,Cape Agulhas Municipality,Nelson Mandela Hall,Temporary outreach site,Pfizer,2021-06-14 00:00:00,Yes,1 day,32,-33.72651,25.42972,Cape Agulhas,Overberg,DC3
406,177,Overberg,Cape Agulhas Municipality,Bredasdorp Mobile 1,Temporary outreach site,Pfizer,2021-06-09 00:00:00,Yes,1 day,32,-34.5258,20.06289,Cape Agulhas,Overberg,DC3
407,178,Overberg,Cape Agulhas Municipality,Bredasdorp Mobile 2,Temporary outreach site,Pfizer,2021-06-09 00:00:00,Yes,1 day,32,-34.5258,20.06289,Cape Agulhas,Overberg,DC3
408,179,Overberg,Cape Agulhas Municipality,Struisbaai Clinic,Temporary outreach site,Pfizer,2021-06-10 00:00:00,Yes,1 day,32,-34.66757,20.23169,Cape Agulhas,Overberg,DC3
409,180,Overberg,Cape Agulhas Municipality,Napier Clinic,Temporary outreach site,Pfizer,2021-06-03 00:00:00,Yes,1 day,32,-34.67029,20.23247,Cape Agulhas,Overberg,DC3
410,181,Overberg,Cape Agulhas Municipality,Elim Satellite Clinic,Temporary outreach site,Pfizer,2021-06-08 00:00:00,Yes,1 day,32,-34.59181,19.7596,Cape Agulhas,Overberg,DC3
411,182,Overberg,Cape Agulhas Municipality,Waenhuiskrans Satellite Clinic,Temporary outreach site,Pfizer,2021-06-07 00:00:00,Yes,1 day,32,-34.66757,20.23169,Cape Agulhas,Overberg,DC3
412,183,Overberg,Overstrand Municipality,Chapel Bettysbay,Temporary outreach site,Pfizer,2021-06-08 00:00:00,Yes,1 day,100,-34.35499,18.93062,Overstrand,Overberg,DC3
413,184,Overberg,Overstrand Municipality,Mooi Uitsig Community Hall,Temporary outreach site,Pfizer,2021-06-21 00:00:00,Yes,1 day,40,-33.5965,22.24917,Overstrand,Overberg,DC3
414,185,Overberg,Overstrand Municipality,Hermanus CDC,Primary vaccination site,Pfizer,2021-06-09 00:00:00,Yes,3 days,150,-34.42043,19.24011,Overstrand,Overberg,DC3
415,186,Overberg,Overstrand Municipality,Mount Pleasant Moffat Hall,Temporary outreach site,Pfizer,2021-06-01 00:00:00,Yes,2 days,100,-34.42444,19.21356,Overstrand,Overberg,DC3
